"case_id","variant","run_number","model","objective_passed","objective_total","objective_pass_rate","execution_valid","skill_invoked","elapsed_ms","total_tokens","commands","output_sha256","artifact_commit_sha256","manifest_sha256","annotated_good_pr_git_sha","active_skill_git_tree_annotation"
"pos-malformed-visual-markdown","without_skill","3","gpt-5.4","2","3","0.6666666666666666","true","false","14754","10350","0","f2e1d811011538f9cbeb437b6f927f084ce7cd6ae696c5e892cf07a6580ed6c7","8fe3212152b2f117cbd9efbaf03f129626602ce975f6644a6d1f3ebc604c87e7","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"pos-renderer-evidence-provenance","old_skill","1","gpt-5.4","3","3","1.0","true","true","14651","22389","1","cc86916c773098a9c82fb9bf5591a602dbc425a915620797621d9c66ad740ff3","a2cf16d60da4d875573679ce982f186d6825422e3b4fa66a94666218cff7e790","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"pos-renderer-evidence-provenance","old_skill","2","gpt-5.4","3","3","1.0","true","true","14747","22394","1","b0e0769544ae6c85563dea4ccdaee05ae92cfdbbabb9435935f8854ee3d48f33","27684b44c0ca79af943e85edd7d47a0d0d60d8c6c7e3ed1b60c240dcb8d73275","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"pos-renderer-evidence-provenance","old_skill","3","gpt-5.4","3","3","1.0","true","true","16296","23238","1","64bdf708fa9b90b9538ead60f742235d15a91451d273f13d164a890eaea9e722","c138dcddab48d634e50d8b44c690b3448ef2dd1255bfa0dc0fb8e38a1ebf8563","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"pos-renderer-evidence-provenance","with_skill","1","gpt-5.4","2","3","0.6666666666666666","true","true","21971","37648","2","687f1e70734d365d8a71d9f5fc3277e6da6c14d93137691fbce4c216024492f7","9e09f0c83aea441dfa6673b7301907b235523c898d4452674eca23d5bfcbbba2","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"pos-renderer-evidence-provenance","with_skill","2","gpt-5.4","1","3","0.3333333333333333","true","true","19996","38406","3","1a44e36b47fb3e61ac8b15da8c810feee91e46b1e06fa3a983b502353a431fa2","513e5058a6422ea7d50e79f288c04aaa9aed3815452d1994759e4667ea636816","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"pos-renderer-evidence-provenance","with_skill","3","gpt-5.4","1","3","0.3333333333333333","true","true","22414","37739","3","d26305e797126f5eeff55bc1651a101143364f87ae76d003a6cfdb4b78339e91","66ce4aed30ad2778131f00d4ce008ed79b38e88f0eca23b488a879af5cd39dc9","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"pos-renderer-evidence-provenance","without_skill","1","gpt-5.4","1","3","0.3333333333333333","true","false","8875","9989","0","ebb4ad2c1df7ad6e5b54922dbaf1cf6cfcacdd40d35a7e5fa6c4f4660f315d72","a58dc0752df66fc97775279761d64449ae63619c87673dc6e193da907224dc89","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"pos-renderer-evidence-provenance","without_skill","2","gpt-5.4","0","3","0.0","true","false","8786","9989","0","5360e6aed4035ab1c05797422a94b212a94a0428ee2ebb9f27d0352f347839dc","4d6c17265cd8a7cf880aeb1f3f9255185b709148ef52aec429f19aa3fc8e9ec6","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"pos-renderer-evidence-provenance","without_skill","3","gpt-5.4","0","3","0.0","true","false","10088","9973","0","e6349d69928a458c5a71ad3a0ce68b37f9dec2195b54090aebd9b3211078743d","006fd26bc32d0b3e7a88b55a7b48482a49d19471e1ca6118409c15195b0accbe","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"pos-visual-claim-needs-independent-oracle","old_skill","1","gpt-5.4","1","2","0.5","true","true","23471","36057","3","af5250774f26fb9cecdc84ba26332bffbcc3c6bf7f27a1983e8dbba742fc8bb9","437fa7b66309ea99ac4f21ea69edd7f0d932c2e0c03d1bae9688ce7d3bda6a22","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"pos-visual-claim-needs-independent-oracle","old_skill","2","gpt-5.4","1","2","0.5","true","true","24344","36142","3","99ca89bba55b405905cf72e015df68c75a34516319a4c255a74a227fb27b1193","397af8ef00f8e4a0e4ae3babb99e9aa99c3bdb12a7e02fc6eccec362664b0e63","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"pos-visual-claim-needs-independent-oracle","old_skill","3","gpt-5.4","1","2","0.5","true","true","21549","35942","3","37f15ca3c1812086f1b300c2905db7b8410c89e6dc18c4a055b3dc866f287614","bca159e4f7083bc16a4981f55da8b377103d9b207197268ba730f136dd6a9e39","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a7a121449475c84853bd330417a5326934c16c03"
"pos-visual-claim-needs-independent-oracle","with_skill","1","gpt-5.4","2","2","1.0","true","true","41797","59027","5","1a16b2dc8b537b484268a9e60a2f91024d98c79083f11c6266dff356b68622f1","be23501b680abe5acf8e9c59284f14109d88141c94464c684b5cb30596803183","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"pos-visual-claim-needs-independent-oracle","with_skill","2","gpt-5.4","2","2","1.0","true","true","42566","59648","6","c0ac172eebeadb19f0c90749807fe143d2c8cb4870aff92365b4bcb5c775534b","f3ec45c50d06414ccf583a0e5d7f16209182de2a6d1fdeb68039a681925eab8f","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"pos-visual-claim-needs-independent-oracle","with_skill","3","gpt-5.4","2","2","1.0","true","true","28674","41626","5","105396b0f917af2f97f5a4ec97e9e3a00e1e9ae5e474fd365be9167526e97b96","84606fbc764325d9f331ce0762aefd600a3a8992d602243845b37839b21fe372","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179","a59826660eb58f2527b80f38009b69d49ded3546"
"pos-visual-claim-needs-independent-oracle","without_skill","1","gpt-5.4","1","2","0.5","true","false","14461","10158","0","a2c25eb48f88846a48533e7304725e78be1c2f305b0c3752f6c38e4a209fa7ca","8fd6fd127802b12c571210f58f8c50476bed39e3435020da6297290c21276d93","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"pos-visual-claim-needs-independent-oracle","without_skill","2","gpt-5.4","1","2","0.5","true","false","13474","10348","0","565b09674b556ff8faa1f8e4a7995795f48a23ca3281f9e639545d6c5f43e8a9","3a31b50ba889d0484f15d38e2afef1b55cb4c9f2138c305a4bd27d80d21f6e22","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
"pos-visual-claim-needs-independent-oracle","without_skill","3","gpt-5.4","1","2","0.5","true","false","11843","10167","0","0ab5f377c27ed654d3e051e06698f350889b1a58940e0b4a5db9cd3c470c16aa","bf6c00d36115c0f1c9f998bd3ffce7ab6a90d8bb25ceec799c6c1ffa26345df0","4bb94fe857bd12f8bc315356acac40bef943aa00707d399d3d9155fef0e89151","7614095b51c3859050d899cfefde1544b52dd179",""
